dataset,genotype,camera,datetime,setup,filename,fly_id,is_male,total_frames,nan_frames,valid_frames,nan_percentage,recording_duration_sec,nan_time_sec,nan_time_min,frame_rate
dataset_2,DGRP375,CamA,2026-01-27T09,Setup2,DGRP375_CamA_2026-01-27T09_40_53_Setup2_trajectories.csv,2,False,360000,313,359687,0.08694444444444445,7199.98,6.26,0.10433333333333333,50.0
dataset_2,DGRP375,CamA,2026-01-27T09,Setup2,DGRP375_CamA_2026-01-27T09_40_53_Setup2_trajectories.csv,3,False,360000,11734,348266,3.2594444444444446,7199.98,234.68,3.9113333333333333,50.0
dataset_2,DGRP375,CamA,2026-01-27T09,Setup2,DGRP375_CamA_2026-01-27T09_40_53_Setup2_trajectories.csv,4,False,360000,87136,272864,24.204444444444444,7199.98,1742.72,29.045333333333335,50.0
dataset_2,DGRP375,CamA,2026-01-27T09,Setup2,DGRP375_CamA_2026-01-27T09_40_53_Setup2_trajectories.csv,5,False,360000,70288,289712,19.524444444444445,7199.98,1405.76,23.429333333333332,50.0
dataset_2,DGRP375,CamA,2026-01-27T09,Setup2,DGRP375_CamA_2026-01-27T09_40_53_Setup2_trajectories.csv,6,True,360000,158396,201604,43.998888888888885,7199.98,3167.92,52.79866666666667,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,1,False,360000,51874,308126,14.409444444444444,7199.98,1037.48,17.291333333333334,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,2,False,360000,40016,319984,11.115555555555554,7199.98,800.32,13.338666666666667,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,3,False,360000,33347,326653,9.263055555555555,7199.98,666.94,11.115666666666668,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,4,False,360000,14144,345856,3.928888888888889,7199.98,282.88,4.714666666666667,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,5,True,360000,108994,251006,30.27611111111111,7199.98,2179.88,36.33133333333333,50.0
dataset_2,DGRP375,CamB,2026-01-27T09,Setup1,DGRP375_CamB_2026-01-27T09_40_14_Setup1_trajectories.csv,6,False,360000,53456,306544,14.84888888888889,7199.98,1069.12,17.818666666666665,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,1,True,360000,108892,251108,30.247777777777777,7199.98,2177.84,36.297333333333334,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,2,False,360000,1107,358893,0.3075,7199.98,22.14,0.369,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,3,False,360000,44290,315710,12.302777777777777,7199.98,885.8,14.763333333333332,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,4,False,360000,21365,338635,5.934722222222223,7199.98,427.3,7.121666666666667,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,5,False,360000,63070,296930,17.519444444444446,7199.98,1261.4,21.023333333333333,50.0
dataset_2,DGRP375,CamB,2026-01-27T12,Setup1,DGRP375_CamB_2026-01-27T12_14_34_Setup1_trajectories.csv,6,False,360000,12275,347725,3.4097222222222223,7199.98,245.5,4.091666666666667,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,1,False,360000,20453,339547,5.681388888888889,7199.98,409.06,6.817666666666667,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,2,False,360000,7189,352811,1.9969444444444446,7199.98,143.78,2.396333333333333,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,3,True,360000,61941,298059,17.205833333333334,7199.98,1238.82,20.647,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,4,False,360000,43022,316978,11.950555555555557,7199.98,860.44,14.340666666666667,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,5,False,360000,7044,352956,1.9566666666666666,7199.98,140.88,2.348,50.0
dataset_2,DGRP774,CamB,2026-01-27T12,Setup2,DGRP774_CamB_2026-01-27T12_22_15_Setup2_trajectories.csv,6,False,360000,7891,352109,2.1919444444444443,7199.98,157.82,2.630333333333333,50.0
