session_key,camera,timestamp,total_copulation_s,total_pursuit_s,n_copulation_events,n_females_copulated,longest_copulation_s,longest_pursuit_s,time_first_copulation_s,time_first_persistent_pursuit_s,longest_any_s
CamA_2026-01-26T15_38_43,CamA,2026-01-26T15_38_43,601.9965886666668,3471.2136630111113,1,1,601.9965886666668,871.2117297722223,1325.4,1186.283,871.2117297722223
